,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,relative_change_accuracies,relative_change_errs,mean_relative_change_accuracies,mean_relative_change_errs,value_accuracies,value_errs,mean_value_accuracies,mean_value_errs
0,0,0,0,0.0,0.0,0.0,0.0,1.688275742022877e-17,5.83499343387801e-17,1.688275742022877e-17,5.83499343387801e-17
1,1,1,1,0.0077702976020966,0.0090722345580636,0.0038851488010483,0.0045361172790318,0.0077907685102051,0.0093197343413224,0.0038953842551025845,0.004659867170661245
2,2,2,2,0.0115487882660995,0.0153296481938928,0.0064396952893987,0.0081339609173188,0.0116874837942246,0.0167325359221357,0.006492750768143269,0.008684090087819417
3,3,3,3,0.0350110011286063,0.0340708023612091,0.0135825217492006,0.0146181712782914,0.0352175639004637,0.0349928732625149,0.013673954051223382,0.015261285881493301
4,4,4,4,0.032064469204017,0.0298351991764341,0.0172789112401639,0.0176615768579199,0.0320901943135746,0.0299855076174264,0.017357202103693636,0.01820613022867993
5,5,5,5,0.0387784434358308,0.0360226895066549,0.0208621666061084,0.0207217622993757,0.0388466206090332,0.0366168048999216,0.020938771854583565,0.021274576007220217
6,6,6,6,0.0679301492309165,0.0551239834214499,0.0275861641239381,0.0256363653168149,0.0678354987390232,0.0551215882758078,0.02763830426664638,0.0261098634741613
7,7,7,7,0.0692369054194084,0.0556934824216889,0.0327925067858719,0.0293935049549242,0.0692991056191629,0.0557986822706695,0.03284590443571095,0.029820965823724836
8,8,8,8,0.0712414377109249,0.0607163596696293,0.0370646102219889,0.032873822145447,0.0715183150900583,0.061792011679967,0.037142838952860656,0.033373304252196194
9,9,9,9,0.1033731484761718,0.0823681591974622,0.0436954640474072,0.0378232558506485,0.103724469672049,0.0834064302607005,0.043801002024779497,0.03837661685304663
10,10,10,10,0.1022354076436209,0.0791804277758862,0.0490172771016084,0.0415829987529428,0.1024016013089231,0.0798821282859828,0.049128329232428915,0.04214984516513174
11,11,11,11,0.1036481607176781,0.0810138702540536,0.0535698507362809,0.0448689047113687,0.1038672113554466,0.0818123310502268,0.053689902742680394,0.045455052322223
12,12,12,12,0.1325430891836983,0.0969109679207837,0.0596447152322361,0.0488721403428622,0.1325725090291128,0.0972735479301415,0.05975779553394443,0.049441090445909046
13,13,13,13,0.1326119954374985,0.0980038611464694,0.0648566638183262,0.0523815489716913,0.1332869796925568,0.1009072171421159,0.06500988011670246,0.053117242352780966
14,14,14,14,0.1332536469867315,0.0958026606519062,0.0694164626962199,0.0552762897503723,0.1337725458148733,0.0974160388330712,0.06959405782991385,0.05607049545146699
15,15,15,15,0.1602100412373529,0.1105547270222964,0.0750910613550407,0.0587311920798675,0.1609298901141345,0.112844439287555,0.07530254734767763,0.05961886694122249
16,16,16,16,0.1616737012719921,0.1133112122825955,0.0801841578207438,0.0619417815035574,0.1625245416103098,0.1172138071277532,0.08043325289253835,0.0630068045992537
17,17,17,17,0.1618987381544085,0.1144241385446551,0.0847238567281696,0.0648574680058406,0.1625611804814216,0.1185725431875238,0.0849959155363652,0.06609379007637983
18,18,18,18,0.1872877235242045,0.126696064724054,0.0901219549805925,0.0681121309910097,0.1880501062446266,0.1327724049463542,0.09041982031048422,0.06960319085901005
19,19,19,19,0.1878725145937389,0.1282193833630233,0.0950094829612498,0.0711174936096104,0.1893395980467419,0.1388492269687452,0.0953658091972971,0.07306549266449681
20,20,20,20,0.1887069271223734,0.1283372583079288,0.0994712660165414,0.0738422443095303,0.1899376994793755,0.1391278159146051,0.09986923254406274,0.07621131758116864
