,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,relative_change_accuracies,relative_change_errs,mean_relative_change_accuracies,mean_relative_change_errs,value_accuracies,value_errs,mean_value_accuracies,mean_value_errs
0,0,0,0,0.0,0.0,0.0,0.0,2.270966409649473e-17,5.596914598712664e-17,2.270966409649473e-17,5.596914598712665e-17
1,1,1,1,0.0031939893935173,0.0033641686241298,0.0015969946967586,0.0016820843120649,0.0031735492911219,0.0032814742055363,0.0015867746455609831,0.0016407371027681865
2,2,2,2,0.0076208749687852,0.0081195886965412,0.0036049547874342,0.0038279191068903,0.0076379915866214,0.0082386695498058,0.003603846959247821,0.003840047918447397
3,3,3,3,0.0328409787151084,0.0340038007045299,0.0109139607693527,0.0113718895063002,0.0330004831155493,0.0345307690480668,0.010953005998323192,0.011512728200852248
4,4,4,4,0.1594350879146983,0.1617806119838013,0.0406181861984218,0.0414536340018004,0.159813961243431,0.1630472836889745,0.040725197047344765,0.04181963929847671
5,5,5,5,0.5351076773004142,0.5454528162759394,0.1230331013820872,0.1254534977141569,0.5369860198467594,0.5485139477616026,0.12343533418058054,0.12626869070899768
6,6,6,6,0.5563428616243518,0.5485282255191692,0.1849344957024107,0.1858927445434444,0.5569516296589685,0.5507854111890006,0.18536623353463597,0.18691393649185523
7,7,7,7,0.5661548896346102,0.5480912175417758,0.2325870449439357,0.2311675536682358,0.5664583580146558,0.5489267507677643,0.23300274909463844,0.23216553827634384
8,8,8,8,0.583370555629312,0.5501838593678756,0.2715629905756442,0.2666138098570847,0.5823776731291513,0.5482133887092522,0.2718221850984732,0.26728196610222255
9,9,9,9,0.6960483111474673,0.5883842956383809,0.3140115226328265,0.2987908584352143,0.6928596363412756,0.5786517307986833,0.31392593022275345,0.29841894257186863
10,10,10,10,1.147535218845175,0.9716583549399572,0.3897864041066764,0.3599606308447364,1.1435518388472743,0.9585769341047452,0.3893464673704372,0.3584333054384938
11,11,11,11,1.1591103733631185,0.9828923103654584,0.4538967348780465,0.4118716041381299,1.156399172175833,0.9721081932170648,0.4532675261042202,0.40957287942004134
12,12,12,12,1.1646484387741274,0.987288946648908,0.5085699428700529,0.456134476638959,1.164608153604787,0.9796382821728048,0.5079860359119561,0.453424064247177
13,13,13,13,1.1907087676003834,1.009178383891615,0.557294144636505,0.4956376128712915,1.1921154116849515,1.002103682240475,0.5568524198957415,0.49261546553241253
14,14,14,14,1.3429438130703883,1.09009364880336,0.6096707891987639,0.5352680152667628,1.3397191221278677,1.0759713095501342,0.6090435333778833,0.5315058551335939
