,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,relative_change_accuracies,relative_change_errs,mean_relative_change_accuracies,mean_relative_change_errs,value_accuracies,value_errs,mean_value_accuracies,mean_value_errs
0,0,0,0,0.0,0.0,0.0,0.0,6.314082738148749e-18,2.761891102938347e-17,6.314082738148749e-18,2.761891102938347e-17
1,1,1,1,0.0053334277371537,0.0053548284661561,0.0026667138685768,0.002677414233078,0.0053263724838693,0.0053380985037871,0.002663186241934688,0.002669049251893607
2,2,2,2,0.0066084209710097,0.0065514969271713,0.0039806162360544,0.0039687751311091,0.0066060812567042,0.0065375628864057,0.003977484580191203,0.003958553796730996
3,3,3,3,0.0119131754535735,0.0110445029631376,0.0059637560404342,0.0057377070891162,0.0119550946948671,0.011168377564965,0.005971887108860178,0.005761009738789511
4,4,4,4,0.0146896694055927,0.013280930131484,0.0077089387134659,0.0072463516975898,0.0147783317318589,0.0135229247620371,0.007733176033459924,0.007313392743439032
5,5,5,5,0.0202539996612924,0.0159034261444344,0.0097997822047703,0.0086891974387306,0.0203304481178281,0.0160747555939072,0.009832721380854626,0.008773619885183733
6,6,6,6,0.0249222230184519,0.0196382841789953,0.0119601308924391,0.0102533526873398,0.0248846797934234,0.019567823988316,0.011983001154078746,0.010315649042774058
7,7,7,7,0.0285195354273188,0.0222213694981274,0.0140300564592991,0.0117493547886883,0.0284156291598856,0.0219989789272031,0.014037079654804607,0.011776065278327698
8,8,8,8,0.034877520993509,0.0275417595137347,0.0163464414075446,0.0135040664248045,0.0348238010358405,0.0273779596133424,0.0163467153638086,0.013509609093329334
9,9,9,9,0.0390592967485589,0.0311569443871162,0.0186177269416461,0.0152693542210357,0.0390657403818502,0.0310571256655033,0.018618617865612763,0.015264360750546735
10,10,10,10,0.0449747114622889,0.0357656140716127,0.0210138164435227,0.0171326505710882,0.0449632014176848,0.0356720334937169,0.021013580006710227,0.017119603727198573
11,11,11,11,0.0483917663383681,0.0404939816192343,0.0232953122680931,0.0190794281584337,0.0484822984118329,0.0409012032814934,0.023302639873803783,0.019101403690056484
12,12,12,12,0.0560858150539238,0.0459388263679184,0.025817658636234,0.0211455357130094,0.0563346527379174,0.0467994743479109,0.02584356394027406,0.021232024509891437
13,13,13,13,0.0623004107673858,0.050818333424557,0.0284235695027448,0.0232650212638342,0.063130945133201,0.0539046866270395,0.028506948311197416,0.023565786089687728
14,14,14,14,0.0678920834274947,0.0557398457200034,0.0310548037643948,0.0254300095609122,0.0687172832009479,0.0592578379200264,0.031187637303847448,0.02594525621171031
15,15,15,15,0.0713960427460196,0.0562557101481642,0.0335761312007463,0.0273566158476154,0.0716070765127591,0.0567041850165235,0.03371385225440443,0.02786768926201114
16,16,16,16,0.0766117377742475,0.0610617263875843,0.0361076374697758,0.0293392694087901,0.0768479097316248,0.0616273406323214,0.03625114975306446,0.029853551107323514
17,17,17,17,0.0810558907305079,0.0667703538362824,0.0386047626509276,0.0314187740992063,0.0815318354494728,0.0685781129328061,0.03876674340286493,0.03200491565318367
18,18,18,18,0.0851825324763492,0.0700562431244158,0.0410562242206866,0.0334523251005331,0.0852123016016379,0.0704537764444276,0.041211246465958244,0.0340285399053544
19,19,19,19,0.0894836284056339,0.0733174344092499,0.043477594429934,0.035445580565969,0.0893617585588483,0.0736154035821128,0.043618772070602746,0.036007883089192325
20,20,20,20,0.0927300275836041,0.0757988990409714,0.0458229483896326,0.0373671671600167,0.0923990874189814,0.0753875327070368,0.04594164423004935,0.03788310449956587
21,21,21,21,0.0968279986492969,0.0786857428071746,0.0481413597650719,0.0392452842348875,0.0966481360547257,0.0784920182741944,0.04824648476753464,0.03972896421659444
22,22,22,22,0.1020018938014956,0.0854442874584676,0.0504831221144816,0.0412539365489562,0.1020316458721631,0.0862546535298877,0.05058497003295328,0.04175182027369415
23,23,23,23,0.1058155777468042,0.0878423565392573,0.0527886410991617,0.0431951207152188,0.1058790869124872,0.0881112594390185,0.05288889156960053,0.04368346357224934
