,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,relative_change_accuracies,relative_change_errs,mean_relative_change_accuracies,mean_relative_change_errs,value_accuracies,value_errs,mean_value_accuracies,mean_value_errs
0,0,0,0,0.0,0.0,0.0,0.0,1.8479449791479926e-17,4.810913022245456e-17,1.8479449791479923e-17,4.8109130222454557e-17
1,1,1,1,0.0031064888533912,0.0032914476405287,0.0015532444266956,0.0016457238202643,0.003099904263394,0.0032519701061386,0.0015499521316970372,0.001625985053069358
2,2,2,2,0.0050984052809302,0.0051859240676792,0.0027349647114405,0.0028257905694026,0.0050848308197068,0.005159534244271,0.0027282450277003076,0.002803834783469908
3,3,3,3,0.0394411673399912,0.0313805564282591,0.0119115153685781,0.0099644820341167,0.0392977625386251,0.0311371162654896,0.011870624405431506,0.009887155153974847
4,4,4,4,0.3643483509062054,0.2907452530673924,0.0823988824761036,0.0661206362407719,0.3635745335073192,0.2902923384198098,0.08221140622580905,0.06596819180714183
5,5,5,5,1.9233098111050049,1.5451320235202195,0.3892173705809205,0.3126225341206798,1.9173718616203772,1.539485885992869,0.3880714821249038,0.31155447417142973
6,6,6,6,1.956736109350734,1.548274331678518,0.6131486189766081,0.4891442194860853,1.9535822386935493,1.549233029483809,0.6117158759204245,0.4883656963589124
7,7,7,7,1.9612893072823567,1.5472866602638724,0.7816662050148268,0.6214120245833087,1.9569887391482643,1.547782191187917,0.7798749838239045,0.620792758212538
8,8,8,8,1.875081989319141,1.5140546418256255,0.903156847715306,0.7205945376102327,1.8704100690645729,1.5155047732673443,0.9010455488506454,0.7202052043297387
9,9,9,9,1.5147591393932751,1.2627051130211997,0.9643170768831032,0.7748055951513294,1.507003219493473,1.2546899165798302,0.9616413159149282,0.7736536755547478
10,10,10,10,4.705353343618921,4.311379230045069,1.3044112829499956,1.0963122892325785,4.6689304775269855,4.215495614320221,1.298667603334206,1.0865483972606997
11,11,11,11,4.724550332778836,4.320975880162654,1.5894228704357325,1.365034255143418,4.681654350600635,4.21469063263585,1.5805831656064084,1.3472269168752957
12,12,12,12,4.730192131430045,4.323944917993953,1.8310205058968327,1.5926427676703825,4.680759123288712,4.205000412849883,1.819058239274278,1.5670556473348793
13,13,13,13,4.726251551293141,4.3112720601661,2.037822723425141,1.7868305742772193,4.676635744734431,4.193919019644905,2.0231709182357176,1.7546887453570241
14,14,14,14,5.08688559862851,3.8829046723082303,2.241093581772033,1.9265688474792868,5.02754120906852,3.758889962486853,2.223462270957904,1.8883021598323462
15,15,15,15,7.838272229542468,4.5119372300902585,2.5909172472576847,2.0881543713924726,7.744814301483641,4.40282074263382,2.568546772865763,2.0454595712574384
16,16,16,16,7.845811296749317,4.51615682380849,2.900028661933664,2.2309780450640027,7.755106292884774,4.409309242732416,2.8736385093374697,2.184509551932437
17,17,17,17,7.854636205287601,4.517879564295476,3.1752846365644376,2.3580281294657515,7.774630829228301,4.426420597268995,3.145915860442516,2.3090601655622454
18,18,18,18,7.934212747656216,4.533154262078027,3.425754537148216,2.4725084522348184,7.850108538134858,4.434724727489885,3.393504948742113,2.4209372477689635
19,19,19,19,8.581959048032685,4.732251994231711,3.683564762692439,2.585495629334664,8.488979620753534,4.587809847130888,3.648278682342684,2.5292808777370595
20,20,20,20,12.302006132095586,7.358613122381854,4.0939667326640174,2.8127869385273865,12.18330413644859,7.116237264486171,4.0547084658715375,2.74770737234416
21,21,21,21,12.313703067837668,7.367022359202951,4.467591111535547,3.019797639467185,12.166255109545087,7.065689228140067,4.423415131493062,2.943979274880338
22,22,22,22,12.321517613626506,7.368810719550248,4.809066176843849,3.208885164688188,12.16749536401573,7.029100961572137,4.7601142720375265,3.1215932612582424
23,23,23,23,12.38339593544743,7.359628328072788,5.124663250118998,3.38183279649588,12.218839705924625,7.01900705060228,5.070894498449489,3.283985502480911
24,24,24,24,12.853787239505412,7.358379566828843,5.433828209694456,3.540894667309198,12.66883931748943,7.047176512189327,5.374812291211087,3.4345131428692475
25,25,25,25,15.660590079358364,8.509410173218658,5.827165204681529,3.731991417536485,15.413483414457444,8.232229826356987,5.7609150267205615,3.6190407076187756
26,26,26,26,15.666079362617229,8.509357438430253,6.191569432753222,3.9089308997918097,15.419760599637389,8.257909285861208,6.118650047939703,3.790850654961088
27,27,27,27,15.674396951261633,8.509974246476308,6.530241844128523,4.0732538764591135,15.44152068585478,8.286362440253063,6.451609713579527,3.951404647292944
28,28,28,28,15.764973374555538,8.538972834274244,6.8486808624191085,4.22724418534929,15.51145128782846,8.307121675699408,6.764018043726042,4.101601786203512
29,29,29,29,16.460015682839643,8.83965197736195,7.16905868976646,4.380991111749712,16.192536692789382,8.571781709379836,7.078301998694821,4.250607783642723
30,30,30,30,20.164254415881768,11.19972849254845,7.588258551899211,4.600950382098058,19.845896757677963,10.70645151128633,7.490159894145889,4.458860807115096
31,31,31,31,20.173021643017968,11.200487794383095,7.981532398496673,4.807185926231965,19.864341206269813,10.732673940647672,7.876853060149762,4.65491746753799
32,32,32,32,20.18198451043048,11.20091410645028,8.351243068555272,5.00093526502646,19.84892785539362,10.738678213092657,8.239643205460181,4.83927385376692
33,33,33,33,20.245544636136174,11.214505462256962,8.701075467601768,5.183687329650887,19.916917545265,10.774081363417372,8.583092450748559,5.013827015815462
34,34,34,34,20.756983855070533,11.335886447145787,9.04552999295802,5.359464447293598,20.410841418489586,10.874572742046494,8.92102813554116,5.1812768937077776
