Derivative_0,Derivative_1,Derivative_2
1.0,-0.36787944117144233,-0.1353352832366127
0.9867760738889313,-0.8716416198783704,0.3147378652458802
0.9554437321307188,0.2999156335292781,0.0062959629418445845
0.9662246068779359,0.3233512663723153,0.09859127697674044
0.9778479072744244,0.6903402385272464,-0.16207440663979641
1.002663124663883,0.08704629884745531,-0.06350153148983623
1.0057921220890593,-0.14932716629405943,0.07358636711115611
1.0004243543030698,0.12458535476102021,0.0062375847327486664
1.0049027440729217,0.14780368482018733,0.025166719032100188
1.0102157482483711,0.24148244254924398,-0.18440026434447893
1.0188961625906974,-0.4449156400401845,0.09031870402039818
1.0029030656923894,-0.10871988955171955,-0.05788199431860304
0.9989949816155588,-0.3241755997589531,0.019305419929719778
0.9873420494360028,-0.25231451392781373,-0.08879896694665118
0.9782722615774943,-0.5828533060753117,0.16625796677642024
0.957320807947499,0.0360132124529116,-0.0033719761210403267
0.9586153517768117,0.023461614697630414,-0.013209973445204653
0.9594587113791311,-0.025710226113330015,-0.1809756209261021
0.9585345223857508,-0.699360666044638,0.31911813456532717
0.9333950534790005,0.4885013821136139,-0.06632335644472262
0.9509548990676941,0.2416241617561158,-0.08255947857664939
0.9596404076993731,-0.06568921437187147,0.020174747608648128
0.9572791196796303,0.009407793349507896,-0.03397675223957552
0.957617295587819,-0.11706478884968877,-0.008648224040959468
0.9534092427729439,-0.1492563066906235,0.06905190317420576
0.9480440221316306,0.10777745682602193,-0.1919830860694379
0.9519182291842667,-0.6068463677987115,0.1245099327238261
0.9301043123668798,-0.14337968357900524,-0.095977583028196
0.9249503349240534,-0.5006396321821855,0.19200148789621813
0.9069541634523116,0.21405269005920252,0.06703722041464553
0.9146485780904464,0.4635871455455473,-0.21944876435756538
0.9313128476109566,-0.35327291491651974,0.0616448506222856
0.9186139729224936,-0.12381062309678757,-0.15825317212701795
0.9141634319344358,-0.71288067838021,0.240241559527729
0.8885379678234496,0.18137696492812236,-0.08273588229543923
0.8950578091465249,-0.12659304352503772,-0.06456883744308986
0.8905072502775114,-0.3669393704325259,-0.05483998198810486
0.8773171162858148,-0.5710717160107007,0.2735742478299963
0.8567891679106638,0.4472610929139132,-0.06263156926515683
0.872866575297757,0.21412591164941963,-0.05276184465344037
0.8805636219853906,0.017729072779665143,0.018420863152766406
0.8812009175833981,0.08629754903781585,0.09886984256144814
0.8843030001798284,0.4543234333896924,-0.22689452420029915
0.900634272986325,-0.3902521799629409,-0.1530676642494979
0.8866061283961292,-0.9600200792704209,0.29338603526904805
0.8520969028928261,0.1320586809367277,0.06410688813633085
0.8568439315212041,0.37068548146750446,-0.16282697790053294
0.8701687245614539,-0.23540977453478634,0.09342480547175167
0.8617066005178855,0.11234790124763823,-0.1273361994989698
0.8657450984021422,-0.3616390720955197,0.31250870602246755
0.852745490832232,0.8016205217497836,0.10329516462921917
0.8815608291261579,1.1861189019137284,-0.34154171231567027
0.924197483862565,-0.0852110351184652,0.07844127665238297
0.9211344574845044,0.20677304679955316,0.09826512046070456
0.9285671954595618,0.572547957748949,-0.17498423994475792
0.9491482093488021,-0.07880060299429636,0.16611519398243565
0.9463156146591233,0.5395344685081576,-0.15417240840206303
0.9657099138436803,-0.03434564978538647,-0.03597810953836385
0.9644753128190829,-0.16826793829247866,-0.009785330026827792
0.9584266932611212,-0.20469213644531856,0.09990288304414548
0.9510687564347242,0.16717906238634683,-0.054587432779189905
0.9570782348694936,-0.0360132124529116,-0.07479581131264329
0.9557836910401809,-0.3144276803129528,0.31972793303207914
0.9444811610632597,0.8757042371420294,-0.27557560512878465
0.9759595391162461,-0.1500782780904801,-0.0465762926722772
0.9705647715966879,-0.3234504698171256,0.14697983231399528
0.9589379051976524,0.22365652831154975,-0.06472493569784633
0.966977542844247,-0.017270847344112914,0.04758395132493283
0.9663567187818127,0.15985217939107355,0.023377934559911127
0.9721028224570538,0.24687249638393569,-0.16409353121961395
0.9809769896044234,-0.36393728523362445,-0.03850613981051753
0.9678947696421788,-0.5072697290770057,-0.2662966426112888
0.9496602703335588,-1.4985129116080707,0.5849851897031602
0.8957941886724401,0.6789932540303757,-0.07523047515210747
0.9202015232944022,0.3989608252252145,-0.15966884369759396
0.934542711965314,-0.19537882256705855,0.15264442223355248
0.927519554854204,0.372813631557363,-0.03886909998011389
0.940920847139565,0.228130131275137,0.07599066096185648
0.949121294520056,0.5109922202441723,-0.2581420951646405
0.9674896038290037,-0.44989707016172914,0.08892777973411282
0.9513174426599527,-0.11887879469764812,-0.06120193768805787
0.9470441829413646,-0.3466924197441047,0.12963008238898877
0.9345818530885063,0.13583313581308062,-0.08416551387253819
0.9394645596233079,-0.17745842885811644,-0.11692711099886714
0.9330855754008314,-0.6126993710425178,0.11964360135908048
0.911061264433183,-0.16734676344781182,0.1499672737099038
0.905045757756013,0.39088046844673935,-0.08146805988485613
0.9190964870290054,0.08762970958241098,-0.0719175117859141
0.9222464559453498,-0.1800707862381204,-0.05807045440666268
0.9157735669891408,-0.39622800651936946,0.22326936432459282
0.9015306131979113,0.43485357635228505,-0.07919448245887054
0.9171620155521861,0.14006581612498575,0.09820039679409821
0.9221968715289848,0.5055998044226995,-0.0613453450277935
0.9403713431280669,0.27725237036369227,-0.1776937503017098
0.9503375561029841,-0.3841818739352645,0.09828479137898687
0.9365276169067237,-0.018333741395651592,-0.08567256003126433
0.9358685856741451,-0.3372350246721917,0.034931743594894614
0.923746214730749,-0.20720765236729344,-0.02115004442800059
0.9162978542683438,-0.2859350337713727,0.14762199261405037
0.9060195311657585,0.2635622949798741,-0.2052964904720625
0.9154936357892166,-0.5006183743011549,0.12111828568450346
0.8974982284608777,-0.04977650942694688,0.1602024966742208
0.895708944230607,0.5465495692483129,-0.14423796012374024
0.9153554107381167,0.009648716001189996,0.08046230486945363
0.9157022469382048,0.309155725817321,0.0033789561243017952
0.92681526935121,0.32173330542719536,-0.06726502233926983
0.9383804099442565,0.07135089668640084,-0.07708271419940078
0.9409452148236348,-0.21557617153307462,0.11334002386822338
0.9331960365749599,0.20631245937721973,-0.14659593213461453
0.9406122181096213,-0.3393655367488314,0.05000728154816449
0.9284132630162913,-0.15322208249625338,0.006848017745251639
0.9229054871779284,-0.1277315211535747,0.07989692460527467
