Derivative_0,Derivative_1,Derivative_2,Derivative_3,Derivative_4,Derivative_5
1.0,-0.36787944117144233,-0.1353352832366127,0.049787068367863944,-0.01831563888873418,0.006737946999085467
0.9867760738889313,-0.8716416198783704,0.3147378652458802,-0.03411982725319676,0.009676483197175303,-0.004380736413623803
0.9554437321307188,0.2999156335292781,0.0062959629418445845,0.010209702856929211,-0.008522844956191091,0.0041395328695931245
0.9662246068779359,0.3233512663723153,0.09859127697674044,-0.02883482441716322,0.00867442737023318,-0.0018641483338855034
0.9778479072744244,0.6903402385272464,-0.16207440663979641,0.01090412634225142,0.0009300108950887037,-0.0014121134408897078
1.002663124663883,0.08704629884745531,-0.06350153148983623,0.01516465624102855,-0.004936472151142369,0.0016897267371592715
1.0057921220890593,-0.14932716629405943,0.07358636711115611,-0.00745011881751171,0.0020833273701075976,-0.0018295679209001116
1.0004243543030698,0.12458535476102021,0.0062375847327486664,0.0020939398555187335,-0.0055174282626171255,0.004142918622485679
1.0049027440729217,0.14780368482018733,0.025166719032100188,-0.023182288843926903,0.011693909833148159,-0.005272970817227369
1.0102157482483711,0.24148244254924398,-0.18440026434447893,0.030389398047955797,-0.010212116274106798,0.0037681733129499803
1.0188961625906974,-0.4449156400401845,0.09031870402039818,-0.016393953572318133,0.005442380181754076,-0.0023870037356425507
1.0029030656923894,-0.10871988955171955,-0.05788199431860304,0.008538467765244537,-0.004474186392114389,0.003187785929307361
0.9989949816155588,-0.3241755997589531,0.019305419929719778,-0.011958501675620965,0.008769149141547056,-0.004579227098995798
0.9873420494360028,-0.25231451392781373,-0.08879896694665118,0.028214384794524688,-0.010254788569983398,0.0033971788865207395
0.9782722615774943,-0.5828533060753117,0.16625796677642024,-0.018764455495174328,0.003858448912007718,-0.001846688470929782
0.957320807947499,0.0360132124529116,-0.0033719761210403267,-0.001088278754314721,-0.003813432321240948,0.00479973993090531
0.9586153517768117,0.023461614697630414,-0.013209973445204653,-0.018558227232779032,0.016126603737925443,-0.009028829283872079
0.9594587113791311,-0.025710226113330015,-0.1809756209261021,0.055320345323738244,-0.02138275803670494,0.007292955988769844
0.9585345223857508,-0.699360666044638,0.31911813456532717,-0.04263751776668193,0.008915092990101677,-0.0014544464165985739
0.9333950534790005,0.4885013821136139,-0.06632335644472262,-0.0017960389890770618,0.002872741860541476,-0.0016033642211112835
0.9509548990676941,0.2416241617561158,-0.08255947857664939,0.01136445477819027,-0.003788273287190902,0.001373833779373562
0.9596404076993731,-0.06568921437187147,0.020174747608648128,-0.005990236107744065,0.0019191807612293126,-0.00015756290775905768
