Derivative_0,Derivative_1,Derivative_2,Derivative_3,Derivative_4,Derivative_5,Derivative_6,Derivative_7,Derivative_8,Derivative_9
30874.8203125,110.76953125,-12.458984375,457.33984375,457.33984375,948.9296875,749.439453125,877.33984375,1039.23046875,1939.939453125
31223.130859375,348.310546875,459.080078125,335.8515625,805.650390625,805.650390625,1297.240234375,1097.75,1225.650390625,1387.541015625
31365.939453125,142.80859375,491.119140625,601.888671875,478.66015625,948.458984375,948.458984375,1440.048828125,1240.55859375,1368.458984375
31682.509765625,316.5703125,459.37890625,807.689453125,918.458984375,795.23046875,1265.029296875,1265.029296875,1756.619140625,1557.12890625
32367.359375,684.849609375,1001.419921875,1144.228515625,1492.5390625,1603.30859375,1480.080078125,1949.87890625,1949.87890625,2441.46875
32525.310546875,157.951171875,842.80078125,1159.37109375,1302.1796875,1650.490234375,1761.259765625,1638.03125,2107.830078125,2107.830078125
32991.73828125,466.427734375,624.37890625,1309.228515625,1625.798828125,1768.607421875,2116.91796875,2227.6875,2104.458984375,2574.2578125
32739.76953125,-251.96875,214.458984375,372.41015625,1057.259765625,1373.830078125,1516.638671875,1864.94921875,1975.71875,1852.490234375
32465.990234375,-273.779296875,-525.748046875,-59.3203125,98.630859375,783.48046875,1100.05078125,1242.859375,1591.169921875,1701.939453125
30532.189453125,-1933.80078125,-2207.580078125,-2459.548828125,-1993.12109375,-1835.169921875,-1150.3203125,-833.75,-690.94140625,-342.630859375
30947.189453125,415.0,-1518.80078125,-1792.580078125,-2044.548828125,-1578.12109375,-1420.169921875,-735.3203125,-418.75,-275.94140625
31288.83984375,341.650390625,756.650390625,-1177.150390625,-1450.9296875,-1702.8984375,-1236.470703125,-1078.51953125,-393.669921875,-77.099609375
31871.970703125,583.130859375,924.78125,1339.78125,-594.01953125,-867.798828125,-1119.767578125,-653.33984375,-495.388671875,189.4609375
31728.73046875,-143.240234375,439.890625,781.541015625,1196.541015625,-737.259765625,-1011.0390625,-1263.0078125,-796.580078125,-638.62890625
32157.9296875,429.19921875,285.958984375,869.08984375,1210.740234375,1625.740234375,-308.060546875,-581.83984375,-833.80859375,-367.380859375
31612.05078125,-545.87890625,-116.6796875,-259.919921875,323.2109375,664.861328125,1079.861328125,-853.939453125,-1127.71875,-1379.6875
32088.189453125,476.138671875,-69.740234375,359.458984375,216.21875,799.349609375,1141.0,1556.0,-377.80078125,-651.580078125
31946.1796875,-142.009765625,334.12890625,-211.75,217.44921875,74.208984375,657.33984375,998.990234375,1413.990234375,-519.810546875
31105.619140625,-840.560546875,-982.5703125,-506.431640625,-1052.310546875,-623.111328125,-766.3515625,-183.220703125,158.4296875,573.4296875
31334.2890625,228.669921875,-611.890625,-753.900390625,-277.76171875,-823.640625,-394.44140625,-537.681640625,45.44921875,387.099609375
30683.80078125,-650.48828125,-421.818359375,-1262.37890625,-1404.388671875,-928.25,-1474.12890625,-1044.9296875,-1188.169921875,-605.0390625
31144.91015625,461.109375,-189.37890625,39.291015625,-801.26953125,-943.279296875,-467.140625,-1013.01953125,-583.8203125,-727.060546875
31644.720703125,499.810546875,960.919921875,310.431640625,539.1015625,-301.458984375,-443.46875,32.669921875,-513.208984375,-84.009765625
32150.279296875,505.55859375,1005.369140625,1466.478515625,815.990234375,1044.66015625,204.099609375,62.08984375,538.228515625,-7.650390625
31876.75,-273.529296875,232.029296875,731.83984375,1192.94921875,542.4609375,771.130859375,-69.4296875,-211.439453125,264.69921875
32379.099609375,502.349609375,228.8203125,734.37890625,1234.189453125,1695.298828125,1044.810546875,1273.48046875,432.919921875,290.91015625
32083.880859375,-295.21875,207.130859375,-66.3984375,439.16015625,938.970703125,1400.080078125,749.591796875,978.26171875,137.701171875
32360.41015625,276.529296875,-18.689453125,483.66015625,210.130859375,715.689453125,1215.5,1676.609375,1026.12109375,1254.791015625
32170.33984375,-190.0703125,86.458984375,-208.759765625,293.58984375,20.060546875,525.619140625,1025.4296875,1486.5390625,836.05078125
32809.3203125,638.98046875,448.91015625,725.439453125,430.220703125,932.5703125,659.041015625,1164.599609375,1664.41015625,2125.51953125
32131.8203125,-677.5,-38.51953125,-228.58984375,47.939453125,-247.279296875,255.0703125,-18.458984375,487.099609375,986.91015625
32945.328125,813.5078125,136.0078125,774.98828125,584.91796875,861.447265625,566.228515625,1068.578125,795.048828125,1300.607421875
32690.7890625,-254.5390625,558.96875,-118.53125,520.44921875,330.37890625,606.908203125,311.689453125,814.0390625,540.509765625
32805.87109375,115.08203125,-139.45703125,674.05078125,-3.44921875,635.53125,445.4609375,721.990234375,426.771484375,929.12109375
32906.96875,101.09765625,216.1796875,-38.359375,775.1484375,97.6484375,736.62890625,546.55859375,823.087890625,527.869140625
33218.87890625,311.91015625,413.0078125,528.08984375,273.55078125,1087.05859375,409.55859375,1048.5390625,858.46875,1134.998046875
33272.8515625,53.97265625,365.8828125,466.98046875,582.0625,327.5234375,1141.03125,463.53125,1102.51171875,912.44140625
33444.8984375,172.046875,226.01953125,537.9296875,639.02734375,754.109375,499.5703125,1313.078125,635.578125,1274.55859375
32794.44140625,-650.45703125,-478.41015625,-424.4375,-112.52734375,-11.4296875,103.65234375,-150.88671875,662.62109375,-14.87890625
32862.01953125,67.578125,-582.87890625,-410.83203125,-356.859375,-44.94921875,56.1484375,171.23046875,-83.30859375,730.19921875
33023.921875,161.90234375,229.48046875,-420.9765625,-248.9296875,-194.95703125,116.953125,218.05078125,333.1328125,78.59375
33003.46875,-20.453125,141.44921875,209.02734375,-441.4296875,-269.3828125,-215.41015625,96.5,197.59765625,312.6796875
33304.69921875,301.23046875,280.77734375,442.6796875,510.2578125,-140.19921875,31.84765625,85.8203125,397.73046875,498.828125
33432.37109375,127.671875,428.90234375,408.44921875,570.3515625,637.9296875,-12.52734375,159.51953125,213.4921875,525.40234375
33546.0,113.62890625,241.30078125,542.53125,522.078125,683.98046875,751.55859375,101.1015625,273.1484375,327.12109375
33685.9296875,139.9296875,253.55859375,381.23046875,682.4609375,662.0078125,823.91015625,891.48828125,241.03125,413.078125
33986.78125,300.8515625,440.78125,554.41015625,682.08203125,983.3125,962.859375,1124.76171875,1192.33984375,541.8828125
34027.19140625,40.41015625,341.26171875,481.19140625,594.8203125,722.4921875,1023.72265625,1003.26953125,1165.171875,1232.75
34131.1015625,103.91015625,144.3203125,445.171875,585.1015625,698.73046875,826.40234375,1127.6328125,1107.1796875,1269.08203125
34353.46875,222.3671875,326.27734375,366.6875,667.5390625,807.46875,921.09765625,1048.76953125,1350.0,1329.546875
34500.03125,146.5625,368.9296875,472.83984375,513.25,814.1015625,954.03125,1067.66015625,1195.33203125,1496.5625
34406.140625,-93.890625,52.671875,275.0390625,378.94921875,419.359375,720.2109375,860.140625,973.76953125,1101.44140625
34453.37109375,47.23046875,-46.66015625,99.90234375,322.26953125,426.1796875,466.58984375,767.44140625,907.37109375,1021.0
34434.05078125,-19.3203125,27.91015625,-65.98046875,80.58203125,302.94921875,406.859375,447.26953125,748.12109375,888.05078125
34593.578125,159.52734375,140.20703125,187.4375,93.546875,240.109375,462.4765625,566.38671875,606.796875,907.6484375
34632.25,38.671875,198.19921875,178.87890625,226.109375,132.21875,278.78125,501.1484375,605.05859375,645.46875
34720.0390625,87.7890625,126.4609375,285.98828125,266.66796875,313.8984375,220.0078125,366.5703125,588.9375,692.84765625
34328.8203125,-391.21875,-303.4296875,-264.7578125,-105.23046875,-124.55078125,-77.3203125,-171.2109375,-24.6484375,197.71875
34658.73046875,329.91015625,-61.30859375,26.48046875,65.15234375,224.6796875,205.359375,252.58984375,158.69921875,305.26171875
34741.23046875,82.5,412.41015625,21.19140625,108.98046875,147.65234375,307.1796875,287.859375,335.08984375,241.19921875
35109.671875,368.44140625,450.94140625,780.8515625,389.6328125,477.421875,516.09375,675.62109375,656.30078125,703.53125
35256.05859375,146.38671875,514.828125,597.328125,927.23828125,536.01953125,623.80859375,662.48046875,822.0078125,802.6875
35596.91015625,340.8515625,487.23828125,855.6796875,938.1796875,1268.08984375,876.87109375,964.66015625,1003.33203125,1162.859375
35742.890625,145.98046875,486.83203125,633.21875,1001.66015625,1084.16015625,1414.0703125,1022.8515625,1110.640625,1149.3125
35849.609375,106.71875,252.69921875,593.55078125,739.9375,1108.37890625,1190.87890625,1520.7890625,1129.5703125,1217.359375
35901.6796875,52.0703125,158.7890625,304.76953125,645.62109375,792.0078125,1160.44921875,1242.94921875,1572.859375,1181.640625
36328.83984375,427.16015625,479.23046875,585.94921875,731.9296875,1072.78125,1219.16796875,1587.609375,1670.109375,2000.01953125
36320.75,-8.08984375,419.0703125,471.140625,577.859375,723.83984375,1064.69140625,1211.078125,1579.51953125,1662.01953125
35296.3515625,-1024.3984375,-1032.48828125,-605.328125,-553.2578125,-446.5390625,-300.55859375,40.29296875,186.6796875,555.12109375
34233.73828125,-1062.61328125,-2087.01171875,-2095.1015625,-1667.94140625,-1615.87109375,-1509.15234375,-1363.171875,-1022.3203125,-875.93359375
34423.2890625,189.55078125,-873.0625,-1897.4609375,-1905.55078125,-1478.390625,-1426.3203125,-1319.6015625,-1173.62109375,-832.76953125
34856.76953125,433.48046875,623.03125,-439.58203125,-1463.98046875,-1472.0703125,-1044.91015625,-992.83984375,-886.12109375,-740.140625
34179.390625,-677.37890625,-243.8984375,-54.34765625,-1116.9609375,-2141.359375,-2149.44921875,-1722.2890625,-1670.21875,-1563.5
34423.73046875,244.33984375,-433.0390625,0.44140625,189.9921875,-872.62109375,-1897.01953125,-1905.109375,-1477.94921875,-1425.87890625
34898.08984375,474.359375,718.69921875,41.3203125,474.80078125,664.3515625,-398.26171875,-1422.66015625,-1430.75,-1003.58984375
34910.5390625,12.44921875,486.80859375,731.1484375,53.76953125,487.25,676.80078125,-385.8125,-1410.2109375,-1418.30078125
34119.28125,-791.2578125,-778.80859375,-304.44921875,-60.109375,-737.48828125,-304.0078125,-114.45703125,-1177.0703125,-2201.46875
34453.7109375,334.4296875,-456.828125,-444.37890625,29.98046875,274.3203125,-403.05859375,30.421875,219.97265625,-842.640625
33541.3984375,-912.3125,-577.8828125,-1369.140625,-1356.69140625,-882.33203125,-637.9921875,-1315.37109375,-881.890625,-692.33984375
33816.890625,275.4921875,-636.8203125,-302.390625,-1093.6484375,-1081.19921875,-606.83984375,-362.5,-1039.87890625,-606.3984375
34038.69140625,221.80078125,497.29296875,-415.01953125,-80.58984375,-871.84765625,-859.3984375,-385.0390625,-140.69921875,-818.078125
33002.62890625,-1036.0625,-814.26171875,-538.76953125,-1451.08203125,-1116.65234375,-1907.91015625,-1895.4609375,-1421.1015625,-1176.76171875
33173.8203125,171.19140625,-864.87109375,-643.0703125,-367.578125,-1279.890625,-945.4609375,-1736.71875,-1724.26953125,-1249.91015625
33816.19140625,642.37109375,813.5625,-222.5,-0.69921875,274.79296875,-637.51953125,-303.08984375,-1094.34765625,-1081.8984375
34379.80859375,563.6171875,1205.98828125,1377.1796875,341.1171875,562.91796875,838.41015625,-73.90234375,260.52734375,-530.73046875
34224.94140625,-154.8671875,408.75,1051.12109375,1222.3125,186.25,408.05078125,683.54296875,-228.76953125,105.66015625
34480.26953125,255.328125,100.4609375,664.078125,1306.44921875,1477.640625,441.578125,663.37890625,938.87109375,26.55859375
34767.66015625,287.390625,542.71875,387.8515625,951.46875,1593.83984375,1765.03125,728.96875,950.76953125,1226.26171875
34470.87109375,-296.7890625,-9.3984375,245.9296875,91.0625,654.6796875,1297.05078125,1468.2421875,432.1796875,653.98046875
35117.44921875,646.578125,349.7890625,637.1796875,892.5078125,737.640625,1301.2578125,1943.62890625,2114.8203125,1078.7578125
34673.55859375,-443.890625,202.6875,-94.1015625,193.2890625,448.6171875,293.75,857.3671875,1499.73828125,1670.9296875
35280.08984375,606.53125,162.640625,809.21875,512.4296875,799.8203125,1055.1484375,900.28125,1463.8984375,2106.26953125
35575.26953125,295.1796875,901.7109375,457.8203125,1104.3984375,807.609375,1095.0,1350.328125,1195.4609375,1759.078125
35881.25,305.98046875,601.16015625,1207.69140625,763.80078125,1410.37890625,1113.58984375,1400.98046875,1656.30859375,1501.44140625
36421.8203125,540.5703125,846.55078125,1141.73046875,1748.26171875,1304.37109375,1950.94921875,1654.16015625,1941.55078125,2196.87890625
36259.03125,-162.7890625,377.78125,683.76171875,978.94140625,1585.47265625,1141.58203125,1788.16015625,1491.37109375,1778.76171875
36014.890625,-244.140625,-406.9296875,133.640625,439.62109375,734.80078125,1341.33203125,897.44140625,1544.01953125,1247.23046875
35993.578125,-21.3125,-265.453125,-428.2421875,112.328125,418.30859375,713.48828125,1320.01953125,876.12890625,1522.70703125
35960.3515625,-33.2265625,-54.5390625,-298.6796875,-461.46875,79.1015625,385.08203125,680.26171875,1286.79296875,842.90234375
35413.390625,-546.9609375,-580.1875,-601.5,-845.640625,-1008.4296875,-467.859375,-161.87890625,133.30078125,739.83203125
35539.05859375,125.66796875,-421.29296875,-454.51953125,-475.83203125,-719.97265625,-882.76171875,-342.19140625,-36.2109375,258.96875
35423.80859375,-115.25,10.41796875,-536.54296875,-569.76953125,-591.08203125,-835.22265625,-998.01171875,-457.44140625,-151.4609375
35660.55859375,236.75,121.5,247.16796875,-299.79296875,-333.01953125,-354.33203125,-598.47265625,-761.26171875,-220.69140625
35793.37109375,132.8125,369.5625,254.3125,379.98046875,-166.98046875,-200.20703125,-221.51953125,-465.66015625,-628.44921875
35123.5703125,-669.80078125,-536.98828125,-300.23828125,-415.48828125,-289.8203125,-836.78125,-870.0078125,-891.3203125,-1135.4609375
35033.05859375,-90.51171875,-760.3125,-627.5,-390.75,-506.0,-380.33203125,-927.29296875,-960.51953125,-981.83203125
33838.7890625,-1194.26953125,-1284.78125,-1954.58203125,-1821.76953125,-1585.01953125,-1700.26953125,-1574.6015625,-2121.5625,-2154.7890625
34216.46875,377.6796875,-816.58984375,-907.1015625,-1576.90234375,-1444.08984375,-1207.33984375,-1322.58984375,-1196.921875,-1743.8828125
33724.80859375,-491.66015625,-113.98046875,-1308.25,-1398.76171875,-2068.5625,-1935.75,-1699.0,-1814.25,-1688.58203125
34128.44921875,403.640625,-88.01953125,289.66015625,-904.609375,-995.12109375,-1664.921875,-1532.109375,-1295.359375,-1410.609375
34788.76171875,660.3125,1063.953125,572.29296875,949.97265625,-244.296875,-334.80859375,-1004.609375,-871.796875,-635.046875
35544.16015625,755.3984375,1415.7109375,1819.3515625,1327.69140625,1705.37109375,511.1015625,420.58984375,-249.2109375,-116.3984375
36268.859375,724.69921875,1480.09765625,2140.41015625,2544.05078125,2052.390625,2430.0703125,1235.80078125,1145.2890625,475.48828125
36256.9296875,-11.9296875,712.76953125,1468.16796875,2128.48046875,2532.12109375,2040.4609375,2418.140625,1223.87109375,1133.359375
36594.01171875,337.08203125,325.15234375,1049.8515625,1805.25,2465.5625,2869.203125,2377.54296875,2755.22265625,1560.953125
36554.55078125,-39.4609375,297.62109375,285.69140625,1010.390625,1765.7890625,2426.1015625,2829.7421875,2338.08203125,2715.76171875
36865.98046875,311.4296875,271.96875,609.05078125,597.12109375,1321.8203125,2077.21875,2737.53125,3141.171875,2649.51171875
