Derivative_0,Derivative_1,Derivative_2,Derivative_3,Derivative_4,Derivative_5,Derivative_6,Derivative_7
13503.150390625,116.580078125,39.3994140625,-177.3486328125,213.84765625,-191.4267578125,398.056640625,-1315.4091796875
13619.73046875,155.9794921875,-137.94921875,36.4990234375,22.4208984375,206.6298828125,-917.3525390625,2015.0498046875
13775.7099609375,18.0302734375,-101.4501953125,58.919921875,229.05078125,-710.72265625,1097.697265625,-824.4677734375
13793.740234375,-83.419921875,-42.5302734375,287.970703125,-481.671875,386.974609375,273.2294921875,-1635.20703125
13710.3203125,-125.9501953125,245.4404296875,-193.701171875,-94.697265625,660.2041015625,-1361.9775390625,1687.763671875
13584.3701171875,119.490234375,51.7392578125,-288.3984375,565.5068359375,-701.7734375,325.7861328125,1220.189453125
13703.8603515625,171.2294921875,-236.6591796875,277.1083984375,-136.2666015625,-375.9873046875,1545.9755859375,-3818.6630859375
13875.08984375,-65.4296875,40.44921875,140.841796875,-512.25390625,1169.98828125,-2272.6875,4120.9970703125
13809.66015625,-24.98046875,181.291015625,-371.412109375,657.734375,-1102.69921875,1848.3095703125,-3147.8408203125
13784.6796875,156.310546875,-190.12109375,286.322265625,-444.96484375,745.6103515625,-1299.53125,2196.37109375
13940.990234375,-33.810546875,96.201171875,-158.642578125,300.6455078125,-553.9208984375,896.83984375,-1181.8232421875
13907.1796875,62.390625,-62.44140625,142.0029296875,-253.275390625,342.9189453125,-284.9833984375,-197.392578125
13969.5703125,-0.05078125,79.5615234375,-111.2724609375,89.6435546875,57.935546875,-482.3759765625,1402.5703125
13969.51953125,79.5107421875,-31.7109375,-21.62890625,147.5791015625,-424.4404296875,920.1943359375,-1516.4931640625
14049.0302734375,47.7998046875,-53.33984375,125.9501953125,-276.861328125,495.75390625,-596.298828125,111.59765625
14096.830078125,-5.5400390625,72.6103515625,-150.9111328125,218.892578125,-100.544921875,-484.701171875,1743.8642578125
14091.2900390625,67.0703125,-78.30078125,67.9814453125,118.34765625,-585.24609375,1259.1630859375,-1917.427734375
14158.3603515625,-11.23046875,-10.3193359375,186.3291015625,-466.8984375,673.9169921875,-658.2646484375,567.681640625
14147.1298828125,-21.5498046875,176.009765625,-280.5693359375,207.0185546875,15.65234375,-90.5830078125,-762.626953125
14125.580078125,154.4599609375,-104.5595703125,-73.55078125,222.6708984375,-74.9306640625,-853.2099609375,3311.6005859375
14280.0400390625,49.900390625,-178.1103515625,149.1201171875,147.740234375,-928.140625,2458.390625,-5059.208984375
14329.9404296875,-128.2099609375,-28.990234375,296.8603515625,-780.400390625,1530.25,-2600.818359375,4140.8837890625
14201.73046875,-157.2001953125,267.8701171875,-483.5400390625,749.849609375,-1070.568359375,1540.0654296875,-2371.689453125
14044.5302734375,110.669921875,-215.669921875,266.3095703125,-320.71875,469.4970703125,-831.6240234375,1389.6796875
14155.2001953125,-105.0,50.6396484375,-54.4091796875,148.7783203125,-362.126953125,558.0556640625,-510.2265625
14050.2001953125,-54.3603515625,-3.76953125,94.369140625,-213.3486328125,195.9287109375,47.8291015625,-129.5224609375
13995.83984375,-58.1298828125,90.599609375,-118.9794921875,-17.419921875,243.7578125,-81.693359375,-1571.18359375
13937.7099609375,32.4697265625,-28.3798828125,-136.3994140625,226.337890625,162.064453125,-1652.876953125,5087.7275390625
13970.1796875,4.08984375,-164.779296875,89.9384765625,388.40234375,-1490.8125,3434.8505859375,-6339.11328125
13974.26953125,-160.689453125,-74.8408203125,478.3408203125,-1102.41015625,1944.0380859375,-2904.2626953125,3674.279296875
13813.580078125,-235.5302734375,403.5,-624.0693359375,841.6279296875,-960.224609375,770.0166015625,6.251953125
13578.0498046875,167.9697265625,-220.5693359375,217.55859375,-118.5966796875,-190.2080078125,776.2685546875,-1559.791015625
13746.01953125,-52.599609375,-3.0107421875,98.9619140625,-308.8046875,586.060546875,-783.5224609375,993.56640625
13693.419921875,-55.6103515625,95.951171875,-209.8427734375,277.255859375,-197.4619140625,210.0439453125,-1388.857421875
13637.8095703125,40.3408203125,-113.8916015625,67.4130859375,79.7939453125,12.58203125,-1178.8134765625,4829.00390625
13678.150390625,-73.55078125,-46.478515625,147.20703125,92.3759765625,-1166.2314453125,3650.1904296875,-8269.064453125
13604.599609375,-120.029296875,100.728515625,239.5830078125,-1073.85546875,2483.958984375,-4618.8740234375,7940.8125
13484.5703125,-19.30078125,340.3115234375,-834.2724609375,1410.103515625,-2134.9150390625,3321.9384765625,-5648.427734375
13465.26953125,321.0107421875,-493.9609375,575.8310546875,-724.8115234375,1187.0234375,-2326.4892578125,4375.244140625
13786.2802734375,-172.9501953125,81.8701171875,-148.98046875,462.2119140625,-1139.4658203125,2048.7548828125,-2570.7138671875
13613.330078125,-91.080078125,-67.1103515625,313.2314453125,-677.25390625,909.2890625,-521.958984375,-1352.84375
13522.25,-158.1904296875,246.12109375,-364.0224609375,232.03515625,387.330078125,-1874.802734375,4725.443359375
13364.0595703125,87.9306640625,-117.9013671875,-131.9873046875,619.365234375,-1487.47265625,2850.640625,-4924.611328125
13451.990234375,-29.970703125,-249.888671875,487.3779296875,-868.107421875,1363.16796875,-2073.970703125,4025.5166015625
13422.01953125,-279.859375,237.4892578125,-380.7294921875,495.060546875,-710.802734375,1951.5458984375,-6354.4091796875
13142.16015625,-42.3701171875,-143.240234375,114.3310546875,-215.7421875,1240.7431640625,-4402.86328125,11064.9013671875
13099.7900390625,-185.6103515625,-28.9091796875,-101.4111328125,1025.0009765625,-3162.1201171875,6662.0380859375,-11254.673828125
12914.1796875,-214.51953125,-130.3203125,923.58984375,-2137.119140625,3499.91796875,-4592.6357421875,5390.681640625
12699.66015625,-344.83984375,793.26953125,-1213.529296875,1362.798828125,-1092.7177734375,798.0458984375,-1750.72265625
12354.8203125,448.4296875,-420.259765625,149.26953125,270.0810546875,-294.671875,-952.6767578125,4570.11328125
12803.25,28.169921875,-270.990234375,419.3505859375,-24.5908203125,-1247.3486328125,3617.4365234375,-7207.1904296875
12831.419921875,-242.8203125,148.3603515625,394.759765625,-1271.939453125,2370.087890625,-3589.75390625,4544.1953125
12588.599609375,-94.4599609375,543.1201171875,-877.1796875,1098.1484375,-1219.666015625,954.44140625,603.927734375
12494.1396484375,448.66015625,-334.0595703125,220.96875,-121.517578125,-265.224609375,1558.369140625,-4578.517578125
12942.7998046875,114.6005859375,-113.0908203125,99.451171875,-386.7421875,1293.14453125,-3020.1484375,5635.79296875
13057.400390625,1.509765625,-13.6396484375,-287.291015625,906.40234375,-1727.00390625,2615.64453125,-3178.1826171875
13058.91015625,-12.1298828125,-300.9306640625,619.111328125,-820.6015625,888.640625,-562.5380859375,-1073.3857421875
13046.7802734375,-313.060546875,318.1806640625,-201.490234375,68.0390625,326.1025390625,-1635.923828125,5125.263671875
12733.7197265625,5.1201171875,116.6904296875,-133.451171875,394.1416015625,-1309.8212890625,3489.33984375,-7880.396484375
12738.83984375,121.810546875,-16.7607421875,260.6904296875,-915.6796875,2179.5185546875,-4391.056640625,8057.2724609375
12860.650390625,105.0498046875,243.9296875,-654.9892578125,1263.8388671875,-2211.5380859375,3666.2158203125,-5846.7197265625
12965.7001953125,348.9794921875,-411.0595703125,608.849609375,-947.69921875,1454.677734375,-2180.50390625,2951.28515625
13314.6796875,-62.080078125,197.7900390625,-338.849609375,506.978515625,-725.826171875,770.78125,-42.0810546875
13252.599609375,135.7099609375,-141.0595703125,168.12890625,-218.84765625,44.955078125,728.7001953125,-2821.23046875
13388.3095703125,-5.349609375,27.0693359375,-50.71875,-173.892578125,773.6552734375,-2092.5302734375,4865.5693359375
13382.9599609375,21.7197265625,-23.6494140625,-224.611328125,599.7626953125,-1318.875,2773.0390625,-5036.8369140625
13404.6796875,-1.9296875,-248.2607421875,375.1513671875,-719.1123046875,1454.1640625,-2263.7978515625,2096.0859375
13402.75,-250.1904296875,126.890625,-343.9609375,735.0517578125,-809.6337890625,-167.7119140625,2892.564453125
13152.5595703125,-123.2998046875,-217.0703125,391.0908203125,-74.58203125,-977.345703125,2724.8525390625,-4698.599609375
13029.259765625,-340.3701171875,174.0205078125,316.5087890625,-1051.927734375,1747.5068359375,-1973.7470703125,918.4697265625
12688.8896484375,-166.349609375,490.529296875,-735.4189453125,695.5791015625,-226.240234375,-1055.27734375,4068.2431640625
12522.5400390625,324.1796875,-244.8896484375,-39.83984375,469.3388671875,-1281.517578125,3012.9658203125,-6750.4130859375
12846.7197265625,79.2900390625,-284.7294921875,429.4990234375,-812.1787109375,1731.4482421875,-3737.447265625,8126.4658203125
12926.009765625,-205.439453125,144.76953125,-382.6796875,919.26953125,-2005.9990234375,4389.0185546875,-9512.1982421875
12720.5703125,-60.669921875,-237.91015625,536.58984375,-1086.7294921875,2383.01953125,-5123.1796875,9971.3876953125
12659.900390625,-298.580078125,298.6796875,-550.1396484375,1296.2900390625,-2740.16015625,4848.2080078125,-7130.8798828125
12361.3203125,0.099609375,-251.4599609375,746.150390625,-1443.8701171875,2108.0478515625,-2282.671875,1024.7705078125
12361.419921875,-251.3603515625,494.6904296875,-697.7197265625,664.177734375,-174.6240234375,-1257.9013671875,4693.427734375
12110.0595703125,243.330078125,-203.029296875,-33.5419921875,489.5537109375,-1432.525390625,3435.5263671875,-7391.5859375
12353.3896484375,40.30078125,-236.5712890625,456.01171875,-942.9716796875,2003.0009765625,-3956.0595703125,7622.4267578125
12393.6904296875,-196.2705078125,219.4404296875,-486.9599609375,1060.029296875,-1953.05859375,3666.3671875,-7937.572265625
12197.419921875,23.169921875,-267.51953125,573.0693359375,-893.029296875,1713.30859375,-4271.205078125,10705.2548828125
12220.58984375,-244.349609375,305.5498046875,-319.9599609375,820.279296875,-2557.896484375,6434.0498046875,-13093.927734375
11976.240234375,61.2001953125,-14.41015625,500.3193359375,-1737.6171875,3876.1533203125,-6659.8779296875,9234.9521484375
12037.4404296875,46.7900390625,485.9091796875,-1237.2978515625,2138.5361328125,-2783.724609375,2575.07421875,-994.1162109375
12084.23046875,532.69921875,-751.388671875,901.23828125,-645.1884765625,-208.650390625,1580.9580078125,-3135.1142578125
12616.9296875,-218.689453125,149.849609375,256.0498046875,-853.8388671875,1372.3076171875,-1554.15625,1079.1259765625
12398.240234375,-68.83984375,405.8994140625,-597.7890625,518.46875,-181.8486328125,-475.0302734375,1573.955078125
