Derivative_0,Derivative_1,Derivative_2,Derivative_3,Derivative_4,Derivative_5,Derivative_6,Derivative_7,Derivative_8,Derivative_9
22893.470703125,-643.96875,1199.83984375,1607.541015625,2074.009765625,1666.08984375,685.05078125,1215.25,995.0,1425.08984375
23690.66015625,797.189453125,153.220703125,1997.029296875,2404.73046875,2871.19921875,2463.279296875,1482.240234375,2012.439453125,1792.189453125
23698.9296875,8.26953125,805.458984375,161.490234375,2005.298828125,2413.0,2879.46875,2471.548828125,1490.509765625,2020.708984375
23690.5703125,-8.359375,-0.08984375,797.099609375,153.130859375,1996.939453125,2404.640625,2871.109375,2463.189453125,1482.150390625
23600.720703125,-89.849609375,-98.208984375,-89.939453125,707.25,63.28125,1907.08984375,2314.791015625,2781.259765625,2373.33984375
23543.66015625,-57.060546875,-146.91015625,-155.26953125,-147.0,650.189453125,6.220703125,1850.029296875,2257.73046875,2724.19921875
23817.150390625,273.490234375,216.4296875,126.580078125,118.220703125,126.490234375,923.6796875,279.7109375,2123.51953125,2531.220703125
24095.099609375,277.94921875,551.439453125,494.37890625,404.529296875,396.169921875,404.439453125,1201.62890625,557.66015625,2401.46875
23365.25,-729.849609375,-451.900390625,-178.41015625,-235.470703125,-325.3203125,-333.6796875,-325.41015625,471.779296875,-172.189453125
23437.33984375,72.08984375,-657.759765625,-379.810546875,-106.3203125,-163.380859375,-253.23046875,-261.58984375,-253.3203125,543.869140625
23543.08984375,105.75,177.83984375,-552.009765625,-274.060546875,-0.5703125,-57.630859375,-147.48046875,-155.83984375,-147.5703125
23628.240234375,85.150390625,190.900390625,262.990234375,-466.859375,-188.91015625,84.580078125,27.51953125,-62.330078125,-70.689453125
23866.150390625,237.91015625,323.060546875,428.810546875,500.900390625,-228.94921875,49.0,322.490234375,265.4296875,175.580078125
24357.169921875,491.01953125,728.9296875,814.080078125,919.830078125,991.919921875,262.0703125,540.01953125,813.509765625,756.44921875
24490.369140625,133.19921875,624.21875,862.12890625,947.279296875,1053.029296875,1125.119140625,395.26953125,673.21875,946.708984375
24585.5703125,95.201171875,228.400390625,719.419921875,957.330078125,1042.48046875,1148.23046875,1220.3203125,490.470703125,768.419921875
24120.779296875,-464.791015625,-369.58984375,-236.390625,254.62890625,492.5390625,577.689453125,683.439453125,755.529296875,25.6796875
23581.55078125,-539.228515625,-1004.01953125,-908.818359375,-775.619140625,-284.599609375,-46.689453125,38.4609375,144.2109375,216.30078125
23958.880859375,377.330078125,-161.8984375,-626.689453125,-531.48828125,-398.2890625,92.73046875,330.640625,415.791015625,521.541015625
23978.880859375,20.0,397.330078125,-141.8984375,-606.689453125,-511.48828125,-378.2890625,112.73046875,350.640625,435.791015625
23837.2109375,-141.669921875,-121.669921875,255.66015625,-283.568359375,-748.359375,-653.158203125,-519.958984375,-28.939453125,208.970703125
24107.8203125,270.609375,128.939453125,148.939453125,526.26953125,-12.958984375,-477.75,-382.548828125,-249.349609375,241.669921875
24256.44921875,148.62890625,419.23828125,277.568359375,297.568359375,674.8984375,135.669921875,-329.12109375,-233.919921875,-100.720703125
24292.83984375,36.390625,185.01953125,455.62890625,313.958984375,333.958984375,711.2890625,172.060546875,-292.73046875,-197.529296875
23702.16015625,-590.6796875,-554.2890625,-405.66015625,-135.05078125,-276.720703125,-256.720703125,120.609375,-418.619140625,-883.41015625
23049.060546875,-653.099609375,-1243.779296875,-1207.388671875,-1058.759765625,-788.150390625,-929.8203125,-909.8203125,-532.490234375,-1071.71875
23454.830078125,405.76953125,-247.330078125,-838.009765625,-801.619140625,-652.990234375,-382.380859375,-524.05078125,-504.05078125,-126.720703125
24059.98046875,605.150390625,1010.919921875,357.8203125,-232.859375,-196.46875,-47.83984375,222.76953125,81.099609375,101.099609375
24577.48046875,517.5,1122.650390625,1528.419921875,875.3203125,284.640625,321.03125,469.66015625,740.26953125,598.599609375
24455.939453125,-121.541015625,395.958984375,1001.109375,1406.87890625,753.779296875,163.099609375,199.490234375,348.119140625,618.728515625
24564.26953125,108.330078125,-13.2109375,504.2890625,1109.439453125,1515.208984375,862.109375,271.4296875,307.8203125,456.44921875
24461.98046875,-102.2890625,6.041015625,-115.5,402.0,1007.150390625,1412.919921875,759.8203125,169.140625,205.53125
24781.83984375,319.859375,217.5703125,325.900390625,204.359375,721.859375,1327.009765625,1732.779296875,1079.6796875,489.0
25298.630859375,516.791015625,836.650390625,734.361328125,842.69140625,721.150390625,1238.650390625,1843.80078125,2249.5703125,1596.470703125
25697.359375,398.728515625,915.51953125,1235.37890625,1133.08984375,1241.419921875,1119.87890625,1637.37890625,2242.529296875,2648.298828125
25324.150390625,-373.208984375,25.51953125,542.310546875,862.169921875,759.880859375,868.2109375,746.669921875,1264.169921875,1869.3203125
25342.990234375,18.83984375,-354.369140625,44.359375,561.150390625,881.009765625,778.720703125,887.05078125,765.509765625,1283.009765625
25582.51953125,239.529296875,258.369140625,-114.83984375,283.888671875,800.6796875,1120.5390625,1018.25,1126.580078125,1005.0390625
25906.880859375,324.361328125,563.890625,582.73046875,209.521484375,608.25,1125.041015625,1444.900390625,1342.611328125,1450.94140625
26226.490234375,319.609375,643.970703125,883.5,902.33984375,529.130859375,927.859375,1444.650390625,1764.509765625,1662.220703125
26836.80078125,610.310546875,929.919921875,1254.28125,1493.810546875,1512.650390625,1139.44140625,1538.169921875,2054.9609375,2374.8203125
27232.9296875,396.12890625,1006.439453125,1326.048828125,1650.41015625,1889.939453125,1908.779296875,1535.5703125,1934.298828125,2451.08984375
27447.369140625,214.439453125,610.568359375,1220.87890625,1540.48828125,1864.849609375,2104.37890625,2123.21875,1750.009765625,2148.73828125
27251.890625,-195.478515625,18.9609375,415.08984375,1025.400390625,1345.009765625,1669.37109375,1908.900390625,1927.740234375,1554.53125
26282.509765625,-969.380859375,-1164.859375,-950.419921875,-554.291015625,56.01953125,375.62890625,699.990234375,939.51953125,958.359375
25659.419921875,-623.08984375,-1592.470703125,-1787.94921875,-1573.509765625,-1177.380859375,-567.0703125,-247.4609375,76.900390625,316.4296875
25270.390625,-389.029296875,-1012.119140625,-1981.5,-2176.978515625,-1962.5390625,-1566.41015625,-956.099609375,-636.490234375,-312.12890625
26326.6796875,1056.2890625,667.259765625,44.169921875,-925.2109375,-1120.689453125,-906.25,-510.12109375,100.189453125,419.798828125
26330.51953125,3.83984375,1060.12890625,671.099609375,48.009765625,-921.37109375,-1116.849609375,-902.41015625,-506.28125,104.029296875
26016.44921875,-314.0703125,-310.23046875,746.05859375,357.029296875,-266.060546875,-1235.44140625,-1430.919921875,-1216.48046875,-820.3515625
26213.099609375,196.650390625,-117.419921875,-113.580078125,942.708984375,553.6796875,-69.41015625,-1038.791015625,-1234.26953125,-1019.830078125
25865.080078125,-348.01953125,-151.369140625,-465.439453125,-461.599609375,594.689453125,205.66015625,-417.4296875,-1386.810546875,-1582.2890625
26159.390625,294.310546875,-53.708984375,142.94140625,-171.12890625,-167.2890625,889.0,499.970703125,-123.119140625,-1092.5
25992.9609375,-166.4296875,127.880859375,-220.138671875,-23.48828125,-337.55859375,-333.71875,722.5703125,333.541015625,-289.548828125
25365.220703125,-627.740234375,-794.169921875,-499.859375,-847.87890625,-651.228515625,-965.298828125,-961.458984375,94.830078125,-294.19921875
25641.689453125,276.46875,-351.271484375,-517.701171875,-223.390625,-571.41015625,-374.759765625,-688.830078125,-684.990234375,371.298828125
25152.44921875,-489.240234375,-212.771484375,-840.51171875,-1006.94140625,-712.630859375,-1060.650390625,-864.0,-1178.0703125,-1174.23046875
25512.4296875,359.98046875,-129.259765625,147.208984375,-480.53125,-646.9609375,-352.650390625,-700.669921875,-504.01953125,-818.08984375
25879.380859375,366.951171875,726.931640625,237.69140625,514.16015625,-113.580078125,-280.009765625,14.30078125,-333.71875,-137.068359375
25936.44921875,57.068359375,424.01953125,784.0,294.759765625,571.228515625,-56.51171875,-222.94140625,71.369140625,-276.650390625
25996.080078125,59.630859375,116.69921875,483.650390625,843.630859375,354.390625,630.859375,3.119140625,-163.310546875,131.0
26172.009765625,175.9296875,235.560546875,292.62890625,659.580078125,1019.560546875,530.3203125,806.7890625,179.048828125,12.619140625
25950.060546875,-221.94921875,-46.01953125,13.611328125,70.6796875,437.630859375,797.611328125,308.37109375,584.83984375,-42.900390625
26094.919921875,144.859375,-77.08984375,98.83984375,158.470703125,215.5390625,582.490234375,942.470703125,453.23046875,729.69921875
25690.349609375,-404.5703125,-259.7109375,-481.66015625,-305.73046875,-246.099609375,-189.03125,177.919921875,537.900390625,48.66015625
26225.0703125,534.720703125,130.150390625,275.009765625,53.060546875,228.990234375,288.62109375,345.689453125,712.640625,1072.62109375
26044.169921875,-180.900390625,353.8203125,-50.75,94.109375,-127.83984375,48.08984375,107.720703125,164.7890625,531.740234375
27009.810546875,965.640625,784.740234375,1319.4609375,914.890625,1059.75,837.80078125,1013.73046875,1073.361328125,1130.4296875
26746.5703125,-263.240234375,702.400390625,521.5,1056.220703125,651.650390625,796.509765625,574.560546875,750.490234375,810.12109375
26774.619140625,28.048828125,-235.19140625,730.44921875,549.548828125,1084.26953125,679.69921875,824.55859375,602.609375,778.5390625
26660.2890625,-114.330078125,-86.28125,-349.521484375,616.119140625,435.21875,969.939453125,565.369140625,710.228515625,488.279296875
26833.140625,172.8515625,58.521484375,86.5703125,-176.669921875,788.970703125,608.0703125,1142.791015625,738.220703125,883.080078125
26824.560546875,-8.580078125,164.271484375,49.94140625,77.990234375,-185.25,780.390625,599.490234375,1134.2109375,729.640625
26955.970703125,131.41015625,122.830078125,295.681640625,181.3515625,209.400390625,-53.83984375,911.80078125,730.900390625,1265.62109375
26533.41015625,-422.560546875,-291.150390625,-299.73046875,-126.87890625,-241.208984375,-213.16015625,-476.400390625,489.240234375,308.33984375
26447.669921875,-85.740234375,-508.30078125,-376.890625,-385.470703125,-212.619140625,-326.94921875,-298.900390625,-562.140625,403.5
26529.44921875,81.779296875,-3.9609375,-426.521484375,-295.111328125,-303.69140625,-130.83984375,-245.169921875,-217.12109375,-480.361328125
26388.439453125,-141.009765625,-59.23046875,-144.970703125,-567.53125,-436.12109375,-444.701171875,-271.849609375,-386.1796875,-358.130859375
26367.419921875,-21.01953125,-162.029296875,-80.25,-165.990234375,-588.55078125,-457.140625,-465.720703125,-292.869140625,-407.19921875
26409.330078125,41.91015625,20.890625,-120.119140625,-38.33984375,-124.080078125,-546.640625,-415.23046875,-423.810546875,-250.958984375
26542.3203125,132.990234375,174.900390625,153.880859375,12.87109375,94.650390625,8.91015625,-413.650390625,-282.240234375,-290.8203125
26664.609375,122.2890625,255.279296875,297.189453125,276.169921875,135.16015625,216.939453125,131.19921875,-291.361328125,-159.951171875
26924.779296875,260.169921875,382.458984375,515.44921875,557.359375,536.33984375,395.330078125,477.109375,391.369140625,-31.19140625
27170.8203125,246.041015625,506.2109375,628.5,761.490234375,803.400390625,782.380859375,641.37109375,723.150390625,637.41015625
27321.6796875,150.859375,396.900390625,657.0703125,779.359375,912.349609375,954.259765625,933.240234375,792.23046875,874.009765625
27488.2109375,166.53125,317.390625,563.431640625,823.6015625,945.890625,1078.880859375,1120.791015625,1099.771484375,958.76171875
27961.640625,473.4296875,639.9609375,790.8203125,1036.861328125,1297.03125,1419.3203125,1552.310546875,1594.220703125,1573.201171875
27860.240234375,-101.400390625,372.029296875,538.560546875,689.419921875,935.4609375,1195.630859375,1317.919921875,1450.91015625,1492.8203125
27922.509765625,62.26953125,-39.130859375,434.298828125,600.830078125,751.689453125,997.73046875,1257.900390625,1380.189453125,1513.1796875
27828.9296875,-93.580078125,-31.310546875,-132.7109375,340.71875,507.25,658.109375,904.150390625,1164.3203125,1286.609375
27970.05078125,141.12109375,47.541015625,109.810546875,8.41015625,481.83984375,648.37109375,799.23046875,1045.271484375,1305.44140625
27853.48046875,-116.5703125,24.55078125,-69.029296875,-6.759765625,-108.16015625,365.26953125,531.80078125,682.66015625,928.701171875
27811.259765625,-42.220703125,-158.791015625,-17.669921875,-111.25,-48.98046875,-150.380859375,323.048828125,489.580078125,640.439453125
27622.6796875,-188.580078125,-230.80078125,-347.37109375,-206.25,-299.830078125,-237.560546875,-338.9609375,134.46875,301.0
27758.130859375,135.451171875,-53.12890625,-95.349609375,-211.919921875,-70.798828125,-164.37890625,-102.109375,-203.509765625,269.919921875
28077.580078125,319.44921875,454.900390625,266.3203125,224.099609375,107.529296875,248.650390625,155.0703125,217.33984375,115.939453125
28347.419921875,269.83984375,589.2890625,724.740234375,536.16015625,493.939453125,377.369140625,518.490234375,424.91015625,487.1796875
28257.880859375,-89.5390625,180.30078125,499.75,635.201171875,446.62109375,404.400390625,287.830078125,428.951171875,335.37109375
28384.0703125,126.189453125,36.650390625,306.490234375,625.939453125,761.390625,572.810546875,530.58984375,414.01953125,555.140625
28601.2890625,217.21875,343.408203125,253.869140625,523.708984375,843.158203125,978.609375,790.029296875,747.80859375,631.23828125
28643.66015625,42.37109375,259.58984375,385.779296875,296.240234375,566.080078125,885.529296875,1020.98046875,832.400390625,790.1796875
28439.609375,-204.05078125,-161.6796875,55.5390625,181.728515625,92.189453125,362.029296875,681.478515625,816.9296875,628.349609375
28736.7890625,297.1796875,93.12890625,135.5,352.71875,478.908203125,389.369140625,659.208984375,978.658203125,1114.109375
29090.69921875,353.91015625,651.08984375,447.0390625,489.41015625,706.62890625,832.818359375,743.279296875,1013.119140625,1332.568359375
28341.05078125,-749.6484375,-395.73828125,-98.55859375,-302.609375,-260.23828125,-43.01953125,83.169921875,-6.369140625,263.470703125
27925.23046875,-415.8203125,-1165.46875,-811.55859375,-514.37890625,-718.4296875,-676.05859375,-458.83984375,-332.650390625,-422.189453125
27711.7109375,-213.51953125,-629.33984375,-1378.98828125,-1025.078125,-727.8984375,-931.94921875,-889.578125,-672.359375,-546.169921875
28022.509765625,310.798828125,97.279296875,-318.541015625,-1068.189453125,-714.279296875,-417.099609375,-621.150390625,-578.779296875,-361.560546875
27613.859375,-408.650390625,-97.8515625,-311.37109375,-727.19140625,-1476.83984375,-1122.9296875,-825.75,-1029.80078125,-987.4296875
27718.740234375,104.880859375,-303.76953125,7.029296875,-206.490234375,-622.310546875,-1371.958984375,-1018.048828125,-720.869140625,-924.919921875
28139.759765625,421.01953125,525.900390625,117.25,428.048828125,214.529296875,-201.291015625,-950.939453125,-597.029296875,-299.849609375
28031.689453125,-108.0703125,312.94921875,417.830078125,9.1796875,319.978515625,106.458984375,-309.361328125,-1059.009765625,-705.099609375
27834.1796875,-197.509765625,-305.580078125,115.439453125,220.3203125,-188.330078125,122.46875,-91.05078125,-506.87109375,-1256.51953125
27864.869140625,30.689453125,-166.8203125,-274.890625,146.12890625,251.009765625,-157.640625,153.158203125,-60.361328125,-476.181640625
27484.7109375,-380.158203125,-349.46875,-546.978515625,-655.048828125,-234.029296875,-129.1484375,-537.798828125,-227.0,-440.51953125
27170.33984375,-314.37109375,-694.529296875,-663.83984375,-861.349609375,-969.419921875,-548.400390625,-443.51953125,-852.169921875,-541.37109375
27413.599609375,243.259765625,-71.111328125,-451.26953125,-420.580078125,-618.08984375,-726.16015625,-305.140625,-200.259765625,-608.91015625
26716.08984375,-697.509765625,-454.25,-768.62109375,-1148.779296875,-1118.08984375,-1315.599609375,-1423.669921875,-1002.650390625,-897.76953125
26694.509765625,-21.580078125,-719.08984375,-475.830078125,-790.201171875,-1170.359375,-1139.669921875,-1337.1796875,-1445.25,-1024.23046875
27362.140625,667.630859375,646.05078125,-51.458984375,191.80078125,-122.5703125,-502.728515625,-472.0390625,-669.548828125,-777.619140625
27560.240234375,198.099609375,865.73046875,844.150390625,146.640625,389.900390625,75.529296875,-304.62890625,-273.939453125,-471.44921875
27514.640625,-45.599609375,152.5,820.130859375,798.55078125,101.041015625,344.30078125,29.9296875,-350.228515625,-319.5390625
27940.630859375,425.990234375,380.390625,578.490234375,1246.12109375,1224.541015625,527.03125,770.291015625,455.919921875,75.76171875
27536.390625,-404.240234375,21.75,-23.849609375,174.25,841.880859375,820.30078125,122.791015625,366.05078125,51.6796875
27825.419921875,289.029296875,-115.2109375,310.779296875,265.1796875,463.279296875,1130.91015625,1109.330078125,411.8203125,655.080078125
28214.240234375,388.8203125,677.849609375,273.609375,699.599609375,654.0,852.099609375,1519.73046875,1498.150390625,800.640625
27971.359375,-242.880859375,145.939453125,434.96875,30.728515625,456.71875,411.119140625,609.21875,1276.849609375,1255.26953125
28348.859375,377.5,134.619140625,523.439453125,812.46875,408.228515625,834.21875,788.619140625,986.71875,1654.349609375
28533.609375,184.75,562.25,319.369140625,708.189453125,997.21875,592.978515625,1018.96875,973.369140625,1171.46875
28671.119140625,137.509765625,322.259765625,699.759765625,456.87890625,845.69921875,1134.728515625,730.48828125,1156.478515625,1110.87890625
28764.94921875,93.830078125,231.33984375,416.08984375,793.58984375,550.708984375,939.529296875,1228.55859375,824.318359375,1250.30859375
28731.30078125,-33.6484375,60.181640625,197.69140625,382.44140625,759.94140625,517.060546875,905.880859375,1194.91015625,790.669921875
28323.400390625,-407.900390625,-441.548828125,-347.71875,-210.208984375,-25.458984375,352.041015625,109.16015625,497.98046875,787.009765625
28570.720703125,247.3203125,-160.580078125,-194.228515625,-100.3984375,37.111328125,221.861328125,599.361328125,356.48046875,745.30078125
28633.55078125,62.830078125,310.150390625,-97.75,-131.3984375,-37.568359375,99.94140625,284.69140625,662.19140625,419.310546875
28245.849609375,-387.701171875,-324.87109375,-77.55078125,-485.451171875,-519.099609375,-425.26953125,-287.759765625,-103.009765625,274.490234375
28270.66015625,24.810546875,-362.890625,-300.060546875,-52.740234375,-460.640625,-494.2890625,-400.458984375,-262.94921875,-78.19921875
28197.419921875,-73.240234375,-48.4296875,-436.130859375,-373.30078125,-125.98046875,-533.880859375,-567.529296875,-473.69921875,-336.189453125
28409.650390625,212.23046875,138.990234375,163.80078125,-223.900390625,-161.0703125,86.25,-321.650390625,-355.298828125,-261.46875
28185.8203125,-223.830078125,-11.599609375,-84.83984375,-60.029296875,-447.73046875,-384.900390625,-137.580078125,-545.48046875,-579.12890625
27651.1796875,-534.640625,-758.470703125,-546.240234375,-619.48046875,-594.669921875,-982.37109375,-919.541015625,-672.220703125,-1080.12109375
27102.140625,-549.0390625,-1083.6796875,-1307.509765625,-1095.279296875,-1168.51953125,-1143.708984375,-1531.41015625,-1468.580078125,-1221.259765625
26480.98046875,-621.16015625,-1170.19921875,-1704.83984375,-1928.669921875,-1716.439453125,-1789.6796875,-1764.869140625,-2152.5703125,-2089.740234375
26572.26953125,91.2890625,-529.87109375,-1078.91015625,-1613.55078125,-1837.380859375,-1625.150390625,-1698.390625,-1673.580078125,-2061.28125
26691.279296875,119.009765625,210.298828125,-410.861328125,-959.900390625,-1494.541015625,-1718.37109375,-1506.140625,-1579.380859375,-1554.5703125
27138.689453125,447.41015625,566.419921875,657.708984375,36.548828125,-512.490234375,-1047.130859375,-1270.9609375,-1058.73046875,-1131.970703125
27512.830078125,374.140625,821.55078125,940.560546875,1031.849609375,410.689453125,-138.349609375,-672.990234375,-896.8203125,-684.58984375
28083.369140625,570.5390625,944.6796875,1392.08984375,1511.099609375,1602.388671875,981.228515625,432.189453125,-102.451171875,-326.28125
28399.130859375,315.76171875,886.30078125,1260.44140625,1707.8515625,1826.861328125,1918.150390625,1296.990234375,747.951171875,213.310546875
29467.900390625,1068.76953125,1384.53125,1955.0703125,2329.2109375,2776.62109375,2895.630859375,2986.919921875,2365.759765625,1816.720703125
29254.169921875,-213.73046875,855.0390625,1170.80078125,1741.33984375,2115.48046875,2562.890625,2681.900390625,2773.189453125,2152.029296875
29524.349609375,270.1796875,56.44921875,1125.21875,1440.98046875,2011.51953125,2385.66015625,2833.0703125,2952.080078125,3043.369140625
