,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,relative_change_accuracies,relative_change_errs,mean_relative_change_accuracies,mean_relative_change_errs,value_accuracies,value_errs,mean_value_accuracies,mean_value_errs
0,0,0,0,0.0,0.0,0.0,0.0,2.4436368552774876e-17,6.049309015485342e-17,2.4436368552774873e-17,6.049309015485342e-17
1,1,1,1,0.0030208426678022,0.0029130528343374,0.0015104213339011,0.0014565264171687,0.0030230271853715,0.002921665017674,0.0015115135926857827,0.0014608325088370478
2,2,2,2,0.0048164135399571,0.0046300410653957,0.0026124187359197,0.0025143646332443,0.0048690483142627,0.0048460686708873,0.0026306918332114383,0.0025892445628538014
3,3,3,3,0.0115547599552787,0.0105677200083939,0.0048480040407595,0.0045277034770317,0.0116744286634652,0.0108387380721999,0.004891626040774891,0.0046516179401903494
4,4,4,4,0.2001280219209874,0.2050051560358678,0.0439040076168051,0.0446231939887989,0.202078817460753,0.2093821287009832,0.044329064324770524,0.045597720092348935
5,5,5,5,0.2332482910557625,0.2147239223839371,0.0754613881899646,0.0729733153879886,0.2348892453783405,0.2146200202986009,0.07608909450036551,0.07376810346005759
6,6,6,6,0.2375133050130323,0.2137216606462001,0.0986116620218314,0.0930802218534474,0.239378685773289,0.2163950406273741,0.09941617896792601,0.09414338019824567
7,7,7,7,0.2637347496659992,0.2249760837576582,0.1192520479773524,0.1095672045914738,0.2657664999907551,0.2252599145238582,0.12020996909577966,0.11053294698894725
8,8,8,8,0.6825739148159813,0.4589761866551272,0.1818433665149778,0.1483904248207686,0.6844428639106644,0.4546820488375154,0.18290251296410018,0.1487717360832326
9,9,9,9,0.705736095119158,0.4716351312947018,0.2342326393753959,0.1807148954681619,0.7059265972664294,0.4644355925105732,0.2352049213943331,0.18033812172596667
10,10,10,10,0.7125481416003687,0.4723848735215616,0.2777158668503934,0.207230348018471,0.7128496064069388,0.4654638898376248,0.27862716548638816,0.20625864609975375
11,11,11,11,0.7395444911259988,0.4828326637670002,0.3162015855400272,0.2301972076641818,0.7385954378686982,0.4750921903346054,0.3169578548515807,0.22866144145265807
12,12,12,12,1.330616398158624,0.6258054433672922,0.3942334942029962,0.2606286104105749,1.3319172057805944,0.6117277992011324,0.3950316510768894,0.25812808435638684
13,13,13,13,1.3649544084420264,0.6306064726998881,0.4635707023629268,0.2870556005740973,1.3657991997445158,0.6146152155735954,0.4643721902674342,0.2835914508719018
14,14,14,14,1.375794034790356,0.6313294031549546,0.5243855911914221,0.3100071874128211,1.3817442213424689,0.6246299255677379,0.5255303256724365,0.3063273491849575
15,15,15,15,1.408735861053643,0.6379550410551551,0.579657483057811,0.330503928265467,1.4129827492282394,0.6309452576104548,0.5809961021446742,0.32661596846155105
16,16,16,16,2.042583202793844,0.7670134674287636,0.6657119371599306,0.356180959980955,2.044479721933664,0.7506136601052795,0.6670833738969677,0.35155700914647625
17,17,17,17,2.0742200101076453,0.7734509437185628,0.7439623856570258,0.3793626257441554,2.074459750512451,0.7603870571240601,0.7452709503756058,0.37426978958967533
18,18,18,18,2.0831574701264786,0.7751167215433383,0.8144463374712075,0.4001917886809545,2.0815141083764197,0.7595238453102728,0.8155995376388064,0.39454631883812785
19,19,19,19,2.117054369123156,0.7832378943400528,0.879576739053805,0.4193440939639095,2.116254252125644,0.7663006571982447,0.8806322733631482,0.41313403575613367
20,20,20,20,2.7503547683180063,0.9423014017329028,0.968661407114005,0.4442468229052901,2.7471513691166365,0.920672390097796,0.9695141350656953,0.43730252882002235
21,21,21,21,2.781771196091485,0.9474442963461857,1.051075488431163,0.4671194353344218,2.780161870424676,0.9239786685412033,1.05181630485474,0.45942417153462145
22,22,22,22,2.7890323601760234,0.9467510521853456,1.1266388306809396,0.4879729838931576,2.785444476216511,0.9242410351033878,1.1271914427400345,0.47963360038543734
23,23,23,23,2.821547478923586,0.9547430231592148,1.1972600243577165,0.5074217355292433,2.8223174777060067,0.9393659219501028,1.19782169419695,0.49878911378396507
24,24,24,24,3.4561969611216994,1.1308718708189656,1.2876175018282756,0.5323597409408323,3.4536675433579616,1.111300888130877,1.2880555281633903,0.5232895847578416
25,25,25,25,3.4872974801348646,1.138596286121185,1.3722205779169907,0.5556765311400766,3.4844977433248294,1.1148620943263288,1.3725340749003687,0.5460423735873987
26,26,26,26,3.495153105909564,1.1417624977662175,1.4508477085833822,0.5773834187928967,3.491713806160608,1.1197098082528334,1.4510222130951926,0.5672893156120445
27,27,27,27,3.527349397854053,1.1532535846258876,1.525008483200192,0.5979502104297891,3.522252997083019,1.135595480897575,1.524994741094758,0.5875859643722421
28,28,28,28,4.160330456735673,1.3362842748560817,1.6158816547014154,0.6234100057548336,4.145785922976971,1.3117129115183226,1.6153668508148342,0.6125558591014173
29,29,29,29,4.192443396228447,1.3430636282684574,1.7017670460856498,0.6473984598386211,4.181158276077741,1.3112067124947555,1.700893231656931,0.6358442208811952
30,30,30,30,4.201656966479732,1.3428733022172807,1.7824086564209427,0.6698331321734166,4.194160682290704,1.3185263474028466,1.7813212139354397,0.6578662249625389
31,31,31,31,4.235484894039661,1.35255627613289,1.859067288846528,0.6911682304221501,4.230960719764201,1.337557110525334,1.8578724484925884,0.6791065651363762
32,32,32,32,4.869069239813405,1.5401944341530829,1.950279469178857,0.7168962972018754,4.851197612450894,1.5100956349206576,1.9485792716428398,0.7042880520995363
33,33,33,33,4.903560434377791,1.5505583152452846,2.037140674037649,0.7414157683207991,4.884002588066245,1.51697450397125,2.034915251537646,0.7281905948016455
34,34,34,34,4.911010771774553,1.554122483806041,2.119251248258704,0.764635960191806,4.887545946123941,1.519544724647062,2.116418985668683,0.7508007127972288
35,35,35,35,4.943483219661528,1.5621747554395848,2.197702136353227,0.7867898156153554,4.916114088926928,1.5264898419454276,2.1941882940925233,0.7723476330513455
