,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,relative_change_accuracies,relative_change_errs,mean_relative_change_accuracies,mean_relative_change_errs,value_accuracies,value_errs,mean_value_accuracies,mean_value_errs
0,0,0,0,0.0,0.0,0.0,0.0,9.284198564735719e-17,8.766253039782697e-17,9.284198564735719e-17,8.766253039782697e-17
1,1,1,1,0.0068731080833609,0.0058169830783071,0.0034365540416804,0.0029084915391535,0.0068892330825165,0.0058840125353319,0.0034446165412582966,0.002942006267666004
2,2,2,2,0.0092994029213864,0.008705587530627,0.0053908370015824,0.0048408568696447,0.0093076173343296,0.008656062414732,0.0053989501389487445,0.00484669165002135
3,3,3,3,0.0377627026863047,0.032576197267506,0.013483803422763,0.01177469196911,0.0379121702023264,0.0329981822013939,0.01352725515479318,0.011884564287864496
4,4,4,4,0.3191935954185895,0.2674777591572754,0.0746257618219283,0.0629153054067431,0.3201074986029948,0.2702946854798139,0.07484330384443351,0.06356658852625438
5,5,5,5,1.6753319412132728,1.39268952035716,0.341410125053819,0.2845443412318126,1.6851467043767152,1.42002432022599,0.34322720393314715,0.289642877142877
6,6,6,6,1.675791468384657,1.3939425038723514,0.5320360312439388,0.4430297930376038,1.686826103296246,1.4284785381330305,0.5351699038421612,0.45233368585575606
7,7,7,7,1.6758096924701866,1.3941814173083422,0.6750077388972198,0.5619237460714461,1.691355197076672,1.4389841463110415,0.6796930654964751,0.5756649934126667
8,8,8,8,1.7223817523709324,1.4175397402730223,0.7913826292831878,0.6569921898716213,1.7396878081844656,1.4655011105689246,0.7974702591284741,0.6745356730966954
9,9,9,9,2.082683786004563,1.6098337197884862,0.9205127449553252,0.7522763428633079,2.1118772176312497,1.701525749273012,0.9289109549787516,0.777234680714327
10,10,10,10,3.761809014516664,2.534074156264289,1.1788124058245375,0.9142579622633972,3.817338092456787,2.699829522804863,1.1914952402040275,0.9520160299952849
11,11,11,11,3.7622464187956073,2.536356448589617,1.394098573572127,1.0494328361239154,3.8127912742199417,2.705281976627446,1.4099365763720204,1.098121525547965
12,12,12,12,3.76331324662115,2.536623903073202,1.5763458561143593,1.1638321489661685,3.808268796456901,2.683668370593147,1.5944236702247034,1.2200866674745174
13,13,13,13,3.80545644436984,2.557760232035565,1.735568040989751,1.2633984406139824,3.85983592588964,2.733749723144113,1.7562388313436277,1.3282054571652027
14,14,14,14,4.124651693172841,2.7032115761958315,1.894840284468624,1.3593859829861057,4.179517206183051,2.8797087875569995,1.917790722999589,1.4316390125246559
15,15,15,15,5.603375416272078,3.405630283968099,2.12662373020634,1.4872762517974802,5.656767670976861,3.5940369914516217,2.1514767822481686,1.5667888862075912
16,16,16,16,5.605196226642679,3.405634967173133,2.331245641761418,1.600120882113695,5.6516887635822926,3.5905428661922647,2.357371604679588,1.6858332379713956
17,17,17,17,5.608657911673203,3.4050426197016663,2.5133241012009617,1.7003943119796936,5.647256358593388,3.567220554033805,2.540142979897021,1.7903547555304182
18,18,18,18,5.645956983938714,3.418188418710638,2.678199516081896,1.7908045281234275,5.68829942042398,3.568625677215941,2.705835424135282,1.8839479619349193
19,19,19,19,5.928157188609134,3.532491501232064,2.840697399708258,1.8778888767788595,5.968915581703783,3.693048887095057,2.868989432013707,1.9744030081929265
20,20,20,20,7.227813409178209,4.09779348570189,3.049607685873494,1.9835986200609088,7.281459445214335,4.311283519724453,3.0791070516899275,2.0856830325515707
21,21,21,21,7.229198671216843,4.096907871348788,3.239589094298192,2.079658131483085,7.312827812084309,4.365298976248831,3.271548904435127,2.1893019390832644
22,22,22,22,7.233217682799955,4.09816426603704,3.413225119885225,2.1674192677680395,7.31001765282729,4.346226888736891,3.4471345021913073,2.2830812847203785
23,23,23,23,7.26835100420888,4.108668687244248,3.573855365065377,2.2483046602462147,7.338936672375653,4.33761620514474,3.6092929259489885,2.368686906404727
24,24,24,24,7.520877234531484,4.206448768183948,3.7317362398440217,2.326630424563724,7.588797820009588,4.398571594527861,3.7684731217114127,2.4498822939296523
25,25,25,25,8.674406660903971,4.677532855138529,3.921838948346328,2.417049748816601,8.740956331623499,4.899389055611272,3.9597224759388,2.5440940924558686
26,26,26,26,8.674650879453846,4.676134631642619,4.097869019868829,2.500719559291639,8.72705805416758,4.872094206667516,4.136290460317644,2.6303163189081515
27,27,27,27,8.677345632354061,4.677740618728309,4.261421756029015,2.578470311414377,8.712961799230492,4.880781609924725,4.299743008135961,2.7106900793016004
28,28,28,28,8.709978805902898,4.689336508613931,4.414820274990184,2.6512588009729825,8.741289657900035,4.892978251159942,4.452899789162308,2.785941395572578
29,29,29,29,8.937636897812064,4.770339198459894,4.565580829084246,2.721894814222546,8.962328809834808,4.982332922172692,4.603214089851392,2.8591544464592484
30,30,30,30,9.97359740808557,5.160257410990843,4.740032976793967,2.800551672182814,9.99204876608425,5.420368837321116,4.777047466504064,2.941774265519309
31,31,31,31,9.976514649561388,5.161736847725296,4.903673029067948,2.874338708918516,9.975522172369566,5.388487454461102,4.939499801062361,3.0182340526737397
32,32,32,32,9.978178061913582,5.161528613818888,5.057445908851149,2.9436474939154973,9.98313282702702,5.420349049446561,5.0923371654855325,3.09102541621231
33,33,33,33,10.00562710395258,5.1716254208297,5.2029806498835445,3.009176256471797,10.008124652074343,5.428406880698911,5.236919150385203,3.159771929873681
34,34,34,34,10.210665464364848,5.242186937324469,5.346057358868724,3.072976561639017,10.189690429231534,5.47714394861951,5.378426901209385,3.2259825589807045
